,Date,US dollar
246,2018-09-04,14.1394
247,2018-09-03,14.498
248,2018-08-31,14.495
249,2018-08-30,14.522
250,2018-08-29,14.7224
251,2018-08-28,14.6761
252,2018-08-27,14.8569
253,2018-08-24,14.779
254,2018-08-23,14.4621
255,2018-08-22,14.7258
256,2018-08-21,14.7603
257,2018-08-20,14.7242
258,2018-08-17,14.758
259,2018-08-16,14.622
260,2018-08-15,14.3987
261,2018-08-14,15.023
262,2018-08-13,14.959
263,2018-08-10,15.26
264,2018-08-09,15.412
265,2018-08-08,15.388
266,2018-08-07,15.349
267,2018-08-06,15.269
268,2018-08-03,15.371
269,2018-08-02,15.28
270,2018-08-01,15.35
271,2018-07-31,15.478
272,2018-07-30,15.47
273,2018-07-27,15.439
274,2018-07-26,15.346
275,2018-07-25,15.574
276,2018-07-24,15.427
277,2018-07-23,15.36
278,2018-07-20,15.475
279,2018-07-19,15.282
280,2018-07-18,15.526
281,2018-07-17,15.537
282,2018-07-16,15.771
283,2018-07-13,15.767
284,2018-07-12,15.898
285,2018-07-11,15.772
286,2018-07-10,16.021
287,2018-07-09,16.075
288,2018-07-06,16.003
289,2018-07-05,16.02
290,2018-07-04,16.068
291,2018-07-03,15.992
292,2018-07-02,15.818
293,2018-06-29,16.059
294,2018-06-28,15.973
295,2018-06-27,16.013
296,2018-06-26,16.256
297,2018-06-25,16.29
298,2018-06-22,16.421
299,2018-06-21,16.294
300,2018-06-20,16.231
301,2018-06-19,16.29
302,2018-06-18,16.414
303,2018-06-15,16.534
304,2018-06-14,17.091
305,2018-06-13,16.998
306,2018-06-12,16.804
307,2018-06-11,16.886
308,2018-06-08,16.754
309,2018-06-07,16.652
310,2018-06-06,16.63
311,2018-06-05,16.451
312,2018-06-04,16.39
313,2018-06-01,16.386
314,2018-05-31,16.409
315,2018-05-30,16.466
316,2018-05-29,16.306
317,2018-05-28,16.457
318,2018-05-25,16.471
319,2018-05-24,16.626
320,2018-05-23,16.4
321,2018-05-22,16.5
322,2018-05-21,16.481
323,2018-05-18,16.384
324,2018-05-17,16.391
325,2018-05-16,16.319
326,2018-05-15,16.236
327,2018-05-14,16.481
328,2018-05-11,16.626
329,2018-05-10,16.696
330,2018-05-09,16.445
331,2018-05-08,16.433
332,2018-05-07,16.438
333,2018-05-04,16.492
334,2018-05-03,16.404
335,2018-05-02,16.358
336,2018-05-01,16.136
337,2018-04-30,16.295
338,2018-04-27,16.486
339,2018-04-26,16.495
340,2018-04-25,16.531
341,2018-04-24,16.698
342,2018-04-23,16.586
343,2018-04-20,17.081
344,2018-04-19,17.211
345,2018-04-18,17.155
346,2018-04-17,16.744
347,2018-04-16,16.634
348,2018-04-13,16.62
349,2018-04-12,16.428
350,2018-04-11,16.642
351,2018-04-10,16.54
352,2018-04-09,16.458
353,2018-04-06,16.352
354,2018-04-05,16.353
355,2018-04-04,16.281
356,2018-04-03,16.379
357,2018-04-02,16.554
358,2018-03-30,16.333
359,2018-03-29,16.335
360,2018-03-28,16.272
361,2018-03-27,16.504
362,2018-03-26,16.678
363,2018-03-23,16.541
364,2018-03-22,16.366
365,2018-03-21,16.544
366,2018-03-20,16.167
367,2018-03-19,16.289
368,2018-03-16,16.247
369,2018-03-15,16.377
370,2018-03-14,16.523
371,2018-03-13,16.564
372,2018-03-12,16.526
373,2018-03-09,16.561
374,2018-03-08,16.449
375,2018-03-07,16.48
376,2018-03-06,16.72
377,2018-03-05,16.405
378,2018-03-02,16.45
379,2018-03-01,16.434
380,2018-02-28,16.393
381,2018-02-27,16.404
382,2018-02-26,16.646
383,2018-02-23,16.507
384,2018-02-22,16.585
385,2018-02-21,16.484
386,2018-02-20,16.414
387,2018-02-19,16.659
388,2018-02-16,16.631
389,2018-02-15,16.842
390,2018-02-14,16.817
391,2018-02-13,16.563
392,2018-02-12,16.527
393,2018-02-09,16.33
394,2018-02-08,16.391
395,2018-02-07,16.344
396,2018-02-06,16.617
397,2018-02-05,16.699
398,2018-02-02,16.579
399,2018-02-01,17.217
400,2018-01-31,17.312
401,2018-01-30,17.107
402,2018-01-29,17.135
403,2018-01-26,17.333
404,2018-01-25,17.265
405,2018-01-24,17.525
406,2018-01-23,17.031
407,2018-01-22,16.986
408,2018-01-19,17.001
409,2018-01-18,16.926
410,2018-01-17,16.969
411,2018-01-16,17.16
412,2018-01-15,17.342
413,2018-01-12,17.222
414,2018-01-11,16.958
415,2018-01-10,16.953
416,2018-01-09,16.943
417,2018-01-08,17.081
418,2018-01-05,17.194
419,2018-01-04,17.18
420,2018-01-03,17.084
421,2018-01-02,17.145
422,2017-12-29,16.921
423,2017-12-28,16.856
424,2017-12-27,16.657
425,2017-12-26,16.504
426,2017-12-25,16.367
427,2017-12-22,16.369
428,2017-12-21,16.084
429,2017-12-20,16.159
430,2017-12-19,16.1
431,2017-12-18,16.12
432,2017-12-15,15.966
433,2017-12-14,15.873
434,2017-12-13,16.039
435,2017-12-12,15.698
436,2017-12-11,15.694
437,2017-12-08,15.838
438,2017-12-07,15.698
439,2017-12-06,15.935
440,2017-12-05,16.08
441,2017-12-04,16.295
442,2017-12-01,16.415
443,2017-11-30,16.398
444,2017-11-29,16.507
445,2017-11-28,16.834
446,2017-11-27,17.025
447,2017-11-24,17.009
448,2017-11-23,17.084
449,2017-11-22,17.145
450,2017-11-21,16.94
451,2017-11-20,16.888
452,2017-11-17,17.279
453,2017-11-16,17.053
454,2017-11-15,16.967
455,2017-11-14,17.001
456,2017-11-13,17.028
457,2017-11-10,16.863
458,2017-11-09,16.963
459,2017-11-08,17.005
460,2017-11-07,16.914
461,2017-11-06,17.215
462,2017-11-03,16.818
463,2017-11-02,17.073
464,2017-11-01,17.104
465,2017-10-31,16.673
466,2017-10-30,16.819
467,2017-10-27,16.841
468,2017-10-26,16.765
469,2017-10-25,16.925
470,2017-10-24,16.905
471,2017-10-23,17.055
472,2017-10-20,17.011
473,2017-10-19,17.229
474,2017-10-18,16.974
475,2017-10-17,16.996
476,2017-10-16,17.191
477,2017-10-13,17.383
478,2017-10-12,17.218
479,2017-10-11,17.138
480,2017-10-10,17.092
481,2017-10-09,16.938
482,2017-10-06,16.792
483,2017-10-05,16.574
484,2017-10-04,16.54
485,2017-10-03,16.61
486,2017-10-02,16.551
487,2017-09-29,16.631
488,2017-09-28,16.834
489,2017-09-27,16.737
490,2017-09-26,16.771
491,2017-09-25,17.154
492,2017-09-22,16.971
493,2017-09-21,16.925
494,2017-09-20,17.154
495,2017-09-19,17.293
496,2017-09-18,17.182
497,2017-09-15,17.562
498,2017-09-14,17.766
499,2017-09-13,17.746
500,2017-09-12,17.878
501,2017-09-11,17.766
502,2017-09-08,17.945
503,2017-09-07,18.048
504,2017-09-06,17.848
505,2017-09-05,17.842
506,2017-09-04,17.869
507,2017-09-01,17.692
508,2017-08-31,17.55
509,2017-08-30,17.403
510,2017-08-29,17.365
511,2017-08-28,17.408
512,2017-08-25,17.035
513,2017-08-24,16.947
514,2017-08-23,17.056
515,2017-08-22,16.969
516,2017-08-21,17.008
517,2017-08-18,16.909
518,2017-08-17,17.013
519,2017-08-16,17.112
520,2017-08-15,16.612
521,2017-08-14,17.032
522,2017-08-11,17.072
523,2017-08-10,17.08
524,2017-08-09,16.913
525,2017-08-08,16.411
526,2017-08-07,16.252
527,2017-08-04,16.247
528,2017-08-03,16.626
529,2017-08-02,16.554
530,2017-08-01,16.678
531,2017-07-31,16.773
532,2017-07-28,16.701
533,2017-07-27,16.57
534,2017-07-26,16.648
535,2017-07-25,16.442
536,2017-07-24,16.458
537,2017-07-21,16.451
538,2017-07-20,16.292
539,2017-07-19,16.271
540,2017-07-18,16.252
541,2017-07-17,16.081
542,2017-07-14,15.946
543,2017-07-13,15.656
544,2017-07-12,15.896
545,2017-07-11,15.818
546,2017-07-10,15.634
547,2017-07-07,15.573
548,2017-07-06,16.01
549,2017-07-05,16.036
550,2017-07-04,16.059
551,2017-07-03,16.119
552,2017-06-30,16.586
553,2017-06-29,16.594
554,2017-06-28,16.745
555,2017-06-27,16.633
556,2017-06-26,16.571
557,2017-06-23,16.646
558,2017-06-22,16.544
559,2017-06-21,16.438
560,2017-06-20,16.427
561,2017-06-19,16.473
562,2017-06-16,16.667
563,2017-06-15,16.713
564,2017-06-14,16.887
565,2017-06-13,16.807
566,2017-06-12,16.932
567,2017-06-09,17.162
568,2017-06-08,17.394
569,2017-06-07,17.567
570,2017-06-06,17.671
571,2017-06-05,17.502
572,2017-06-02,17.548
573,2017-06-01,17.255
574,2017-05-31,17.299
575,2017-05-30,17.35
576,2017-05-29,17.396
577,2017-05-26,17.311
578,2017-05-25,17.129
579,2017-05-24,17.195
580,2017-05-23,17.019
581,2017-05-22,17.12
582,2017-05-19,16.837
583,2017-05-18,16.547
584,2017-05-17,16.848
585,2017-05-16,16.807
586,2017-05-15,16.587
587,2017-05-12,16.449
588,2017-05-11,16.283
589,2017-05-10,16.17
590,2017-05-09,16.144
591,2017-05-08,16.214
592,2017-05-05,16.321
593,2017-05-04,16.291
594,2017-05-03,16.444
595,2017-05-02,16.82
596,2017-05-01,16.804
597,2017-04-28,17.187
598,2017-04-27,17.221
599,2017-04-26,17.455
600,2017-04-25,17.567
601,2017-04-24,17.916
602,2017-04-21,17.912
603,2017-04-20,17.996
604,2017-04-19,18.124
605,2017-04-18,18.264
606,2017-04-17,18.391
607,2017-04-14,18.509
608,2017-04-13,18.515
609,2017-04-12,18.477
610,2017-04-11,18.288
611,2017-04-10,17.91
612,2017-04-07,17.982
613,2017-04-06,18.221
614,2017-04-05,18.262
615,2017-04-04,18.276
616,2017-04-03,18.223
617,2017-03-31,18.249
618,2017-03-30,18.086
619,2017-03-29,18.187
620,2017-03-28,18.143
621,2017-03-27,18.062
622,2017-03-24,17.758
623,2017-03-23,17.514
624,2017-03-22,17.506
625,2017-03-21,17.502
626,2017-03-20,17.394
627,2017-03-17,17.387
628,2017-03-16,17.293
629,2017-03-15,17.317
630,2017-03-14,16.848
631,2017-03-13,16.932
632,2017-03-10,17.026
633,2017-03-09,16.918
634,2017-03-08,17.199
635,2017-03-07,17.451
636,2017-03-06,17.738
637,2017-03-03,17.962
638,2017-03-02,17.754
639,2017-03-01,18.373
640,2017-02-28,18.288
641,2017-02-27,18.235
642,2017-02-24,18.358
643,2017-02-23,18.143
644,2017-02-22,17.997
645,2017-02-21,17.936
646,2017-02-20,18.044
647,2017-02-17,17.979
648,2017-02-16,18.088
649,2017-02-15,17.949
650,2017-02-14,17.898
651,2017-02-13,17.803
652,2017-02-10,17.936
653,2017-02-09,17.596
654,2017-02-08,17.766
655,2017-02-07,17.665
656,2017-02-06,17.699
657,2017-02-03,17.501
658,2017-02-02,17.458
659,2017-02-01,17.517
660,2017-01-31,17.513
661,2017-01-30,17.056
662,2017-01-27,17.108
663,2017-01-26,16.765
664,2017-01-25,16.965
665,2017-01-24,17.046
666,2017-01-23,17.192
667,2017-01-20,17.074
668,2017-01-19,16.981
669,2017-01-18,17.002
670,2017-01-17,17.166
671,2017-01-16,16.785
672,2017-01-13,16.81
673,2017-01-12,16.736
674,2017-01-11,16.704
675,2017-01-10,16.777
676,2017-01-09,16.529
677,2017-01-06,16.472
678,2017-01-05,16.517
679,2017-01-04,16.41
680,2017-01-03,16.263
681,2016-12-30,15.904
682,2016-12-29,16.119
683,2016-12-28,15.975
684,2016-12-27,15.907
685,2016-12-26,15.707
686,2016-12-23,15.706
687,2016-12-22,15.747
688,2016-12-21,15.888
689,2016-12-20,16.058
690,2016-12-19,15.943
691,2016-12-16,16.077
692,2016-12-15,15.943
693,2016-12-14,16.815
694,2016-12-13,16.863
695,2016-12-12,17.045
696,2016-12-09,16.843
697,2016-12-08,16.975
698,2016-12-07,17.086
699,2016-12-06,16.692
700,2016-12-05,16.715
701,2016-12-02,16.73
702,2016-12-01,16.483
703,2016-11-30,16.475
704,2016-11-29,16.593
705,2016-11-28,16.592
706,2016-11-25,16.502
707,2016-11-24,16.269
708,2016-11-23,16.32
709,2016-11-22,16.592
710,2016-11-21,16.533
711,2016-11-18,16.545
712,2016-11-17,16.637
713,2016-11-16,16.957
714,2016-11-15,17.045
715,2016-11-14,16.903
716,2016-11-11,17.351
717,2016-11-10,18.58
718,2016-11-09,18.458
719,2016-11-08,18.33
720,2016-11-07,18.163
721,2016-11-03,18.398
722,2016-11-02,18.326
723,2016-11-01,18.444
724,2016-10-31,18.336
725,2016-10-30,17.874
726,2016-10-28,17.749
727,2016-10-27,17.594
728,2016-10-26,17.605
729,2016-10-25,17.704
730,2016-10-24,17.569
731,2016-10-21,17.527
732,2016-10-20,17.49
733,2016-10-19,17.657
734,2016-10-18,17.597
735,2016-10-17,17.438
736,2016-10-14,17.404
737,2016-10-13,17.458
738,2016-10-12,17.45
739,2016-10-11,17.408
740,2016-10-10,17.609
741,2016-10-07,17.501
742,2016-10-06,17.298
743,2016-10-05,17.715
744,2016-10-04,17.776
745,2016-10-03,18.795
746,2016-09-30,19.152
747,2016-09-29,19.092
748,2016-09-28,19.174
749,2016-09-27,19.148
750,2016-09-26,19.441
751,2016-09-23,19.679
752,2016-09-22,19.872
753,2016-09-21,19.775
754,2016-09-20,19.197
755,2016-09-19,19.154
756,2016-09-16,18.766
757,2016-09-15,18.975
758,2016-09-14,18.959
759,2016-09-13,18.826
760,2016-09-12,19.1
761,2016-09-09,19.025
762,2016-09-08,19.584
763,2016-09-07,19.73
764,2016-09-06,20.046
765,2016-09-05,19.487
766,2016-09-02,19.437
767,2016-09-01,18.89
768,2016-08-31,18.613
769,2016-08-30,18.562
770,2016-08-29,18.83
771,2016-08-26,18.623
772,2016-08-25,18.51
773,2016-08-24,18.547
774,2016-08-23,18.814
775,2016-08-22,18.905
776,2016-08-19,19.311
777,2016-08-18,19.75
778,2016-08-17,19.691
779,2016-08-16,19.789
780,2016-08-15,19.802
781,2016-08-12,19.69
782,2016-08-11,19.928
783,2016-08-10,20.099
784,2016-08-09,19.826
785,2016-08-08,19.733
786,2016-08-05,19.689
787,2016-08-04,20.346
788,2016-08-03,20.366
789,2016-08-02,20.619
790,2016-08-01,20.444
791,2016-07-29,20.3
792,2016-07-28,20.123
793,2016-07-27,20.325
794,2016-07-26,19.598
795,2016-07-25,19.555
796,2016-07-22,19.628
797,2016-07-21,19.733
798,2016-07-20,19.404
799,2016-07-19,19.871
800,2016-07-18,20.043
801,2016-07-15,20.191
802,2016-07-14,20.304
803,2016-07-13,20.308
804,2016-07-12,20.161
805,2016-07-11,20.239
806,2016-07-08,20.251
807,2016-07-07,19.636
808,2016-07-06,20.087
809,2016-07-05,19.934
810,2016-07-04,20.314
811,2016-07-01,19.754
812,2016-06-30,18.71
813,2016-06-29,18.22
814,2016-06-28,17.704
815,2016-06-27,17.687
816,2016-06-24,17.728
817,2016-06-23,17.028
818,2016-06-22,17.255
819,2016-06-21,17.226
820,2016-06-20,17.49
821,2016-06-17,17.487
822,2016-06-16,17.154
823,2016-06-15,17.516
824,2016-06-14,17.35
825,2016-06-13,17.444
826,2016-06-10,17.31
827,2016-06-09,17.277
828,2016-06-08,17.029
829,2016-06-07,16.39
830,2016-06-06,16.471
831,2016-06-03,16.408
832,2016-06-02,15.964
833,2016-06-01,15.915
834,2016-05-31,15.953
835,2016-05-30,15.979
836,2016-05-27,16.226
837,2016-05-26,16.28
838,2016-05-25,16.312
839,2016-05-24,16.182
840,2016-05-23,16.377
841,2016-05-20,16.518
842,2016-05-19,16.481
843,2016-05-18,16.853
844,2016-05-17,17.209
845,2016-05-16,17.102
846,2016-05-13,17.106
847,2016-05-12,16.937
848,2016-05-11,17.413
849,2016-05-10,17.088
850,2016-05-09,17.018
851,2016-05-06,17.471
852,2016-05-05,17.328
853,2016-05-04,17.367
854,2016-05-03,17.38
855,2016-05-02,17.535
856,2016-04-29,17.807
857,2016-04-28,17.516
858,2016-04-27,17.195
859,2016-04-26,17.118
860,2016-04-25,16.962
861,2016-04-22,16.96
862,2016-04-21,16.969
863,2016-04-20,16.956
864,2016-04-19,16.91
865,2016-04-18,16.219
866,2016-04-15,16.216
867,2016-04-14,16.152
868,2016-04-13,16.176
869,2016-04-12,16.184
870,2016-04-11,15.92
871,2016-04-08,15.356
872,2016-04-07,15.176
873,2016-04-06,15.028
874,2016-04-05,15.096
875,2016-04-04,14.8785
876,2016-04-01,15.045
877,2016-03-31,15.431
878,2016-03-30,15.213
879,2016-03-29,15.316
880,2016-03-28,15.234
881,2016-03-24,15.169
882,2016-03-23,15.183
883,2016-03-22,15.211
884,2016-03-21,15.834
885,2016-03-20,15.802
886,2016-03-17,15.799
887,2016-03-16,15.869
888,2016-03-15,15.572
889,2016-03-14,15.237
890,2016-03-13,15.343
891,2016-03-11,15.468
892,2016-03-10,15.56
893,2016-03-09,15.265
894,2016-03-08,15.349
895,2016-03-07,15.634
896,2016-03-04,15.514
897,2016-03-03,15.181
898,2016-03-02,14.9102
899,2016-03-01,14.767
900,2016-02-29,14.8662
901,2016-02-26,14.6802
902,2016-02-25,15.106
903,2016-02-24,15.236
904,2016-02-23,15.268
905,2016-02-22,15.14
906,2016-02-19,15.346
907,2016-02-18,15.358
908,2016-02-17,15.247
909,2016-02-16,15.186
910,2016-02-15,15.305
911,2016-02-12,15.747
912,2016-02-11,15.714
913,2016-02-10,15.221
914,2016-02-09,15.201
915,2016-02-08,15.275
916,2016-02-05,14.9664
917,2016-02-04,14.853
918,2016-02-03,14.6223
919,2016-02-02,14.2854
920,2016-02-01,14.2974
921,2016-01-29,14.2425
922,2016-01-28,14.203
923,2016-01-27,14.477
924,2016-01-26,14.4729
925,2016-01-25,14.206
926,2016-01-22,14.022
927,2016-01-21,14.0761
928,2016-01-20,14.152
929,2016-01-19,13.983
930,2016-01-18,13.9312
931,2016-01-15,13.896
932,2016-01-14,13.8022
933,2016-01-13,14.1211
934,2016-01-12,13.7403
935,2016-01-11,13.8228
936,2016-01-08,13.934
937,2016-01-07,14.2573
938,2016-01-06,13.9736
939,2016-01-05,13.949
940,2016-01-04,13.8085
941,2016-01-01,13.849
942,2015-12-31,13.839
943,2015-12-30,13.8555
944,2015-12-29,13.949
945,2015-12-28,13.928
946,2015-12-25,14.362
947,2015-12-24,14.362
948,2015-12-23,14.307
949,2015-12-22,14.257
950,2015-12-21,14.246
951,2015-12-18,14.09
952,2015-12-17,13.6805
953,2015-12-16,14.164
954,2015-12-15,13.77
955,2015-12-14,13.674
956,2015-12-11,13.898
957,2015-12-10,14.116
958,2015-12-09,14.1364
959,2015-12-08,14.1274
960,2015-12-07,14.244
961,2015-12-04,14.544
962,2015-12-03,14.0544
963,2015-12-02,13.9626
964,2015-12-01,14.189
965,2015-11-30,14.079
966,2015-11-27,14.062
967,2015-11-26,14.259
968,2015-11-25,14.19
969,2015-11-24,14.191
970,2015-11-23,14.139
971,2015-11-20,14.185
972,2015-11-19,14.264
973,2015-11-18,14.176
974,2015-11-17,14.187
975,2015-11-16,14.241
976,2015-11-13,14.259
977,2015-11-12,14.298
978,2015-11-11,14.327
979,2015-11-10,14.431
980,2015-11-09,14.561
981,2015-11-06,14.773
982,2015-11-05,14.974
983,2015-11-04,15.075
984,2015-11-03,15.268
985,2015-11-02,15.414
986,2015-10-30,15.555
987,2015-10-29,15.594
988,2015-10-28,15.937
989,2015-10-27,15.878
990,2015-10-26,15.849
991,2015-10-23,15.824
992,2015-10-22,15.846
993,2015-10-21,15.701
994,2015-10-20,15.871
995,2015-10-19,15.838
996,2015-10-16,16.041
997,2015-10-15,16.128
998,2015-10-14,16.128
999,2015-10-13,15.91
1000,2015-10-12,15.821
1001,2015-10-09,15.837
1002,2015-10-08,15.689
1003,2015-10-07,16.051
1004,2015-10-06,15.877
1005,2015-10-05,15.641
1006,2015-10-02,15.242
1007,2015-10-01,14.4907
1008,2015-09-30,14.4824
1009,2015-09-29,14.635
1010,2015-09-28,14.597
1011,2015-09-25,15.092
1012,2015-09-24,15.092
1013,2015-09-23,14.787
1014,2015-09-22,14.7393
1015,2015-09-21,15.167
1016,2015-09-18,15.153
1017,2015-09-17,15.14
1018,2015-09-16,14.906
1019,2015-09-15,14.3858
1020,2015-09-14,14.3978
1021,2015-09-11,14.609
1022,2015-09-10,14.6489
1023,2015-09-09,14.616
1024,2015-09-08,14.7444
1025,2015-09-07,14.493
1026,2015-09-04,14.569
1027,2015-09-03,14.6881
1028,2015-09-02,14.671
1029,2015-09-01,14.5744
1030,2015-08-31,14.625
1031,2015-08-28,14.5729
1032,2015-08-27,14.481
1033,2015-08-26,14.138
1034,2015-08-25,14.6255
1035,2015-08-24,14.764
1036,2015-08-21,15.314
1037,2015-08-20,15.555
1038,2015-08-19,15.283
1039,2015-08-18,14.8702
1040,2015-08-17,15.283
1041,2015-08-14,15.238
1042,2015-08-13,15.404
1043,2015-08-12,15.499
1044,2015-08-11,15.36
1045,2015-08-10,15.225
1046,2015-08-07,14.817
1047,2015-08-06,14.6242
1048,2015-08-05,14.592
1049,2015-08-04,14.568
1050,2015-08-03,14.4573
1051,2015-07-31,14.7605
1052,2015-07-30,14.7196
1053,2015-07-29,14.7578
1054,2015-07-28,14.6503
1055,2015-07-27,14.5194
1056,2015-07-24,14.6438
1057,2015-07-23,14.669
1058,2015-07-22,14.7708
1059,2015-07-21,14.831
1060,2015-07-20,14.692
