,Date,US dollar
193,1970-04-01,1.876
194,1970-03-31,1.878
195,1970-03-26,1.875
196,1970-03-25,1.859
197,1970-03-24,1.856
198,1970-03-23,1.864
199,1970-03-20,1.869
200,1970-03-19,1.881
201,1970-03-18,1.857
202,1970-03-17,1.864
203,1970-03-16,1.874
204,1970-03-13,1.87
205,1970-03-12,1.88
206,1970-03-11,1.89
207,1970-03-10,1.885
208,1970-03-09,1.888
209,1970-03-06,1.902
210,1970-03-05,1.928
211,1970-03-04,1.897
212,1970-03-03,1.901
213,1970-03-02,1.891
214,1970-02-27,1.899
215,1970-02-26,1.875
216,1970-02-25,1.87
217,1970-02-24,1.882
218,1970-02-23,1.882
219,1970-02-20,1.877
220,1970-02-19,1.885
221,1970-02-18,1.866
222,1970-02-17,1.885
223,1970-02-16,1.901
224,1970-02-13,1.897
225,1970-02-12,1.89
226,1970-02-11,1.893
227,1970-02-10,1.908
228,1970-02-09,1.907
229,1970-02-06,1.898
230,1970-02-05,1.902
231,1970-02-04,1.923
232,1970-02-03,1.9
233,1970-02-02,1.894
234,1970-01-30,1.912
235,1970-01-29,1.921
236,1970-01-28,1.869
237,1970-01-27,1.881
238,1970-01-26,1.896
239,1970-01-23,1.878
240,1970-01-22,1.869
241,1970-01-21,1.866
242,1970-01-20,1.887
243,1970-01-19,1.87
244,1970-01-16,1.856
245,1970-01-15,1.875
246,1970-01-14,1.84
247,1970-01-13,1.829
248,1970-01-12,1.814
249,1970-01-09,1.837
250,1970-01-08,1.838
251,1970-01-07,1.825
252,1970-01-06,1.85
253,1970-01-05,1.831
254,1970-01-02,1.8
255,1971-12-31,1.371
256,1971-12-30,1.383
257,1971-12-29,1.358
258,1971-12-28,1.365
259,1971-12-24,1.394
260,1971-12-23,1.391
261,1971-12-22,1.393
262,1971-12-21,1.392
263,1971-12-20,
264,1971-12-17,1.426
265,1971-12-16,1.411
266,1971-12-15,1.394
267,1971-12-14,1.39
268,1971-12-13,1.4
269,1971-12-10,1.415
270,1971-12-09,1.395
271,1971-12-08,1.38
272,1971-12-07,1.371
273,1971-12-06,1.4
274,1971-12-03,1.349
275,1971-12-02,1.352
276,1971-12-01,1.324
277,1971-11-30,1.332
278,1971-11-29,1.327
279,1971-11-26,1.314
280,1971-11-25,1.317
281,1971-11-24,1.314
282,1971-11-23,1.327
283,1971-11-22,1.312
284,1971-11-19,1.317
285,1971-11-18,1.327
286,1971-11-17,1.324
287,1971-11-16,1.336
288,1971-11-15,1.317
289,1971-11-12,1.329
290,1971-11-11,1.309
291,1971-11-10,1.306
292,1971-11-09,1.316
293,1971-11-08,1.299
294,1971-11-05,1.284
295,1971-11-04,1.294
296,1971-11-03,1.272
297,1971-11-02,1.272
298,1971-11-01,1.293
299,1971-10-29,1.307
300,1971-10-28,1.294
301,1971-10-27,1.33
302,1971-10-26,1.319
303,1971-10-25,1.309
304,1971-10-22,1.306
305,1971-10-21,1.293
306,1971-10-20,1.308
307,1971-10-19,1.337
308,1971-10-18,1.344
309,1971-10-15,1.319
310,1971-10-14,1.319
311,1971-10-13,1.305
312,1971-10-12,1.315
313,1971-10-11,1.296
314,1971-10-08,1.341
315,1971-10-07,1.349
316,1971-10-06,1.343
317,1971-10-05,1.334
318,1971-10-04,1.378
319,1971-10-01,1.38
320,1971-09-30,1.376
321,1971-09-29,1.392
322,1971-09-28,1.387
323,1971-09-27,1.4
324,1971-09-24,1.405
325,1971-09-23,1.398
326,1971-09-22,1.401
327,1971-09-21,1.423
328,1971-09-20,1.416
329,1971-09-17,1.418
330,1971-09-16,1.398
331,1971-09-15,1.411
332,1971-09-14,1.392
333,1971-09-13,1.373
334,1971-09-10,1.385
335,1971-09-09,1.419
336,1971-09-08,1.372
337,1971-09-07,1.442
338,1971-09-06,1.472
339,1971-09-03,1.491
340,1971-09-02,1.502
341,1971-09-01,1.484
342,1971-08-31,1.502
343,1971-08-27,1.564
344,1971-08-26,1.567
345,1971-08-25,1.578
346,1971-08-24,1.572
347,1971-08-23,1.593
348,1971-08-20,
349,1971-08-19,
350,1971-08-18,
351,1971-08-17,
352,1971-08-16,
353,1971-08-13,1.592
354,1971-08-12,1.592
355,1971-08-11,1.575
356,1971-08-10,1.609
357,1971-08-09,1.609
358,1971-08-06,1.599
359,1971-08-05,1.621
360,1971-08-04,1.626
361,1971-08-03,1.608
362,1971-08-02,1.582
363,1971-07-30,1.592
364,1971-07-29,1.596
365,1971-07-28,1.557
366,1971-07-27,1.55
367,1971-07-26,1.558
368,1971-07-23,1.565
369,1971-07-22,1.558
370,1971-07-21,1.543
371,1971-07-20,1.543
372,1971-07-19,1.56
373,1971-07-16,1.555
374,1971-07-15,1.562
375,1971-07-14,1.577
376,1971-07-13,1.56
377,1971-07-12,1.587
378,1971-07-09,1.592
379,1971-07-08,1.589
380,1971-07-07,1.579
381,1971-07-06,1.589
382,1971-07-05,1.582
383,1971-07-02,1.602
384,1971-07-01,1.601
385,1971-06-30,1.575
386,1971-06-29,1.582
387,1971-06-28,1.599
388,1971-06-25,1.599
389,1971-06-24,1.589
390,1971-06-23,1.604
391,1971-06-22,1.584
392,1971-06-21,1.609
393,1971-06-18,1.628
394,1971-06-17,1.643
395,1971-06-16,1.63
396,1971-06-15,1.615
397,1971-06-14,1.623
398,1971-06-11,1.614
399,1971-06-10,1.609
400,1971-06-09,1.631
401,1971-06-08,1.582
402,1971-06-07,1.585
403,1971-06-04,1.587
404,1971-06-03,1.587
405,1971-06-02,1.59
406,1971-06-01,1.613
407,1971-05-28,1.601
408,1971-05-27,1.604
409,1971-05-26,1.609
410,1971-05-25,1.635
411,1971-05-24,1.606
412,1971-05-21,1.657
413,1971-05-20,1.672
414,1971-05-19,1.677
415,1971-05-18,1.684
416,1971-05-17,1.676
417,1971-05-14,1.7
418,1971-05-13,1.681
419,1971-05-12,1.669
420,1971-05-11,1.677
421,1971-05-10,1.671
422,1971-05-07,1.686
423,1971-05-06,1.69
424,1971-05-05,1.694
425,1971-05-04,1.656
426,1971-05-03,1.679
427,1971-04-30,1.689
428,1971-04-29,1.703
429,1971-04-28,1.689
430,1971-04-27,1.672
431,1971-04-26,1.722
432,1971-04-23,1.722
433,1971-04-22,1.737
434,1971-04-21,1.74
435,1971-04-20,1.725
436,1971-04-19,1.71
437,1971-04-16,1.71
438,1971-04-15,1.734
439,1971-04-14,1.728
440,1971-04-13,1.747
441,1971-04-08,1.754
442,1971-04-07,1.735
443,1971-04-06,1.727
444,1971-04-05,1.739
445,1971-04-02,1.711
446,1971-04-01,1.713
447,1971-03-31,1.686
448,1971-03-30,1.69
449,1971-03-29,1.691
450,1971-03-26,1.688
451,1971-03-25,1.664
452,1971-03-24,1.664
453,1971-03-23,1.679
454,1971-03-22,1.672
455,1971-03-19,1.669
456,1971-03-18,1.672
457,1971-03-17,1.676
458,1971-03-16,1.678
459,1971-03-15,1.657
460,1971-03-12,1.657
461,1971-03-11,1.661
462,1971-03-10,1.667
463,1971-03-09,1.662
464,1971-03-08,1.657
465,1971-03-05,1.637
466,1971-03-04,1.615
467,1971-03-03,1.614
468,1971-03-02,1.628
469,1971-03-01,1.599
470,1971-02-26,1.587
471,1971-02-25,1.575
472,1971-02-24,1.588
473,1971-02-23,1.597
474,1971-02-22,1.604
475,1971-02-19,1.601
476,1971-02-18,1.596
477,1971-02-17,1.592
478,1971-02-16,1.584
479,1971-02-15,1.584
480,1971-02-12,1.59
481,1971-02-11,1.594
482,1971-02-10,1.578
483,1971-02-09,1.581
484,1971-02-08,1.613
485,1971-02-05,1.605
486,1971-02-04,1.617
487,1971-02-03,1.62
488,1971-02-02,1.609
489,1971-02-01,1.594
490,1971-01-29,1.593
491,1971-01-28,1.586
492,1971-01-27,1.563
493,1971-01-26,1.614
494,1971-01-25,1.586
495,1971-01-22,1.562
496,1971-01-21,1.576
497,1971-01-20,1.58
498,1971-01-19,1.591
499,1971-01-18,1.629
500,1971-01-15,1.681
501,1971-01-14,1.684
502,1971-01-13,1.701
503,1971-01-12,1.697
504,1971-01-11,1.709
505,1971-01-08,1.691
506,1971-01-07,1.69
507,1971-01-06,1.647
508,1971-01-05,1.652
509,1971-01-04,1.653
510,1971-12-31,1.371
511,1972-12-28,1.996
512,1972-12-27,1.99
513,1972-12-22,2.001
514,1972-12-21,1.994
515,1972-12-20,1.937
516,1972-12-19,1.953
517,1972-12-18,1.972
518,1972-12-15,1.978
519,1972-12-14,1.948
520,1972-12-13,1.948
521,1972-12-12,1.972
522,1972-12-11,1.953
523,1972-12-08,1.923
524,1972-12-07,1.91
525,1972-12-06,1.932
526,1972-12-05,1.87
527,1972-12-04,1.892
528,1972-12-01,1.868
529,1972-11-30,1.852
530,1972-11-29,1.851
531,1972-11-28,1.811
532,1972-11-27,1.809
533,1972-11-24,1.822
534,1972-11-23,1.812
535,1972-11-22,1.812
536,1972-11-21,1.804
537,1972-11-20,1.789
538,1972-11-17,1.799
539,1972-11-16,1.811
540,1972-11-15,1.814
541,1972-11-14,1.815
542,1972-11-13,1.824
543,1972-11-10,1.805
544,1972-11-09,1.823
545,1972-11-08,1.857
546,1972-11-07,1.835
547,1972-11-06,1.856
548,1972-11-03,1.829
549,1972-11-02,1.842
550,1972-11-01,1.826
551,1972-10-31,1.798
552,1972-10-30,1.816
553,1972-10-27,1.806
554,1972-10-26,1.811
555,1972-10-25,1.835
556,1972-10-24,1.848
557,1972-10-23,1.853
558,1972-10-20,1.834
559,1972-10-19,1.842
560,1972-10-18,1.813
561,1972-10-17,1.784
562,1972-10-16,1.799
563,1972-10-13,1.779
564,1972-10-12,1.776
565,1972-10-11,1.795
566,1972-10-10,1.801
567,1972-10-09,1.796
568,1972-10-06,1.756
569,1972-10-05,1.772
570,1972-10-04,1.784
571,1972-10-03,1.764
572,1972-10-02,1.741
573,1972-09-29,1.739
574,1972-09-28,1.751
575,1972-09-27,1.693
576,1972-09-26,1.687
577,1972-09-25,1.69
578,1972-09-22,1.717
579,1972-09-21,1.713
580,1972-09-20,1.704
581,1972-09-19,1.688
582,1972-09-18,1.703
583,1972-09-15,1.777
584,1972-09-14,1.803
585,1972-09-13,1.783
586,1972-09-12,1.793
587,1972-09-11,1.832
588,1972-09-08,1.865
589,1972-09-07,1.859
590,1972-09-06,1.898
591,1972-09-05,1.912
592,1972-09-04,1.895
593,1972-09-01,1.897
594,1972-08-31,1.908
595,1972-08-30,1.904
596,1972-08-29,1.88
597,1972-08-25,1.879
598,1972-08-24,1.901
599,1972-08-23,1.882
600,1972-08-22,1.837
601,1972-08-21,1.843
602,1972-08-18,1.838
603,1972-08-17,1.817
604,1972-08-16,1.817
605,1972-08-15,1.811
606,1972-08-14,1.793
607,1972-08-11,1.817
608,1972-08-10,1.82
609,1972-08-09,1.789
610,1972-08-08,1.814
611,1972-08-07,1.821
612,1972-08-04,1.811
613,1972-08-03,1.81
614,1972-08-02,1.834
615,1972-08-01,1.794
616,1972-07-31,1.828
617,1972-07-28,1.839
618,1972-07-27,1.745
619,1972-07-26,1.764
620,1972-07-25,1.779
621,1972-07-24,1.759
622,1972-07-21,1.741
623,1972-07-20,1.782
624,1972-07-19,1.75
625,1972-07-18,1.782
626,1972-07-17,1.766
627,1972-07-14,1.76
628,1972-07-13,1.75
629,1972-07-12,1.696
630,1972-07-11,1.682
631,1972-07-10,1.695
632,1972-07-07,1.68
633,1972-07-06,1.606
634,1972-07-05,1.557
635,1972-07-04,1.555
636,1972-07-03,1.564
637,1972-06-30,1.562
638,1972-06-29,1.551
639,1972-06-28,1.573
640,1972-06-27,1.575
641,1972-06-26,
642,1972-06-23,
643,1972-06-22,1.565
644,1972-06-21,1.558
645,1972-06-20,1.572
646,1972-06-19,1.581
647,1972-06-16,1.588
648,1972-06-15,1.59
649,1972-06-14,1.578
650,1972-06-13,1.578
651,1972-06-12,1.566
652,1972-06-09,1.572
653,1972-06-08,1.57
654,1972-06-07,1.576
655,1972-06-06,1.563
656,1972-06-05,1.551
657,1972-06-02,1.556
658,1972-06-01,1.537
659,1972-05-31,1.55
660,1972-05-30,1.569
661,1972-05-26,1.572
662,1972-05-25,1.561
663,1972-05-24,1.564
664,1972-05-23,1.583
665,1972-05-22,1.594
666,1972-05-19,1.581
667,1972-05-18,1.593
668,1972-05-17,1.599
669,1972-05-16,1.59
670,1972-05-15,1.583
671,1972-05-12,1.578
672,1972-05-11,1.582
673,1972-05-10,1.593
674,1972-05-09,1.604
675,1972-05-08,1.591
676,1972-05-05,1.587
677,1972-05-04,1.58
678,1972-05-03,1.577
679,1972-05-02,1.59
680,1972-05-01,1.601
681,1972-04-28,1.571
682,1972-04-27,1.566
683,1972-04-26,1.548
684,1972-04-25,1.551
685,1972-04-24,1.555
686,1972-04-21,1.551
687,1972-04-20,1.542
688,1972-04-19,1.548
689,1972-04-18,1.562
690,1972-04-17,1.557
691,1972-04-14,1.549
692,1972-04-13,1.579
693,1972-04-12,1.581
694,1972-04-11,1.577
695,1972-04-10,1.591
696,1972-04-07,1.583
697,1972-04-06,1.573
698,1972-04-05,1.588
699,1972-04-04,1.598
700,1972-03-30,1.562
701,1972-03-29,1.563
702,1972-03-28,1.541
703,1972-03-27,1.52
704,1972-03-24,1.528
705,1972-03-23,1.533
706,1972-03-22,1.548
707,1972-03-21,1.537
708,1972-03-20,1.523
709,1972-03-17,1.513
710,1972-03-16,1.524
711,1972-03-15,1.522
712,1972-03-14,1.537
713,1972-03-13,1.542
714,1972-03-10,1.536
715,1972-03-09,1.539
716,1972-03-08,1.525
717,1972-03-07,1.538
718,1972-03-06,1.521
719,1972-03-03,1.499
720,1972-03-02,1.501
721,1972-03-01,1.475
722,1972-02-29,1.47
723,1972-02-28,1.468
724,1972-02-25,1.488
725,1972-02-24,1.483
726,1972-02-23,1.483
727,1972-02-22,1.495
728,1972-02-21,1.494
729,1972-02-18,1.498
730,1972-02-17,1.496
731,1972-02-16,1.49
732,1972-02-15,1.493
733,1972-02-14,1.486
734,1972-02-11,1.529
735,1972-02-10,1.533
736,1972-02-09,1.515
737,1972-02-08,1.532
738,1972-02-07,1.538
739,1972-02-04,1.523
740,1972-02-03,1.515
741,1972-02-02,1.548
742,1972-02-01,1.533
743,1972-01-31,1.499
744,1972-01-28,1.521
745,1972-01-27,1.471
746,1972-01-26,1.464
747,1972-01-25,1.463
748,1972-01-24,1.487
749,1972-01-21,1.49
750,1972-01-20,1.488
751,1972-01-19,1.507
752,1972-01-18,1.499
753,1972-01-17,1.504
754,1972-01-14,1.453
755,1972-01-13,1.47
756,1972-01-12,1.456
757,1972-01-11,1.479
758,1972-01-10,1.438
759,1972-01-07,1.439
760,1972-01-06,1.406
761,1972-01-05,1.418
762,1972-01-04,1.393
763,1972-01-03,1.374
764,1973-12-31,3.256
765,1973-12-28,3.223
766,1973-12-27,3.239
767,1973-12-21,3.167
768,1973-12-20,3.201
769,1973-12-19,3.108
770,1973-12-18,3.182
771,1973-12-17,3.044
772,1973-12-14,2.972
773,1973-12-13,3.039
774,1973-12-12,3.049
775,1973-12-11,3.088
776,1973-12-10,3.038
777,1973-12-07,3.069
778,1973-12-06,2.977
779,1973-12-05,3.025
780,1973-12-04,3.045
781,1973-12-03,2.917
782,1973-11-30,2.924
783,1973-11-29,2.955
784,1973-11-28,2.883
785,1973-11-27,2.757
786,1973-11-26,2.792
787,1973-11-23,2.8
788,1973-11-22,2.807
789,1973-11-21,2.802
790,1973-11-20,2.829
791,1973-11-19,2.798
792,1973-11-16,2.778
793,1973-11-15,2.782
794,1973-11-14,2.769
795,1973-11-13,2.794
796,1973-11-12,2.818
797,1973-11-09,2.859
798,1973-11-08,2.839
799,1973-11-07,2.862
800,1973-11-06,2.872
801,1973-11-05,2.87
802,1973-11-02,2.867
803,1973-11-01,2.835
804,1973-10-31,2.835
805,1973-10-30,2.828
806,1973-10-29,2.82
807,1973-10-26,2.869
808,1973-10-25,2.947
809,1973-10-24,2.879
810,1973-10-23,2.91
811,1973-10-22,2.893
812,1973-10-19,2.923
813,1973-10-18,2.923
814,1973-10-17,2.999
815,1973-10-16,2.904
816,1973-10-15,2.952
817,1973-10-12,2.869
818,1973-10-11,2.844
819,1973-10-10,2.874
820,1973-10-09,2.791
821,1973-10-08,2.811
822,1973-10-05,2.701
823,1973-10-04,2.749
824,1973-10-03,2.767
825,1973-10-02,2.719
826,1973-10-01,2.709
827,1973-09-28,2.697
828,1973-09-27,2.752
829,1973-09-26,2.777
830,1973-09-25,2.74
831,1973-09-24,2.734
832,1973-09-21,2.728
833,1973-09-20,2.702
834,1973-09-19,2.59
835,1973-09-18,2.636
836,1973-09-17,2.574
837,1973-09-14,2.544
838,1973-09-13,2.522
839,1973-09-12,2.548
840,1973-09-11,2.54
841,1973-09-10,2.598
842,1973-09-07,2.588
843,1973-09-06,2.597
844,1973-09-05,2.566
845,1973-09-04,2.616
846,1973-09-03,2.608
847,1973-08-31,2.596
848,1973-08-30,2.628
849,1973-08-29,2.579
850,1973-08-28,2.571
851,1973-08-24,2.587
852,1973-08-23,2.556
853,1973-08-22,2.59
854,1973-08-21,2.694
855,1973-08-20,2.673
856,1973-08-17,2.648
857,1973-08-16,2.611
858,1973-08-15,2.563
859,1973-08-14,2.572
860,1973-08-13,2.65
861,1973-08-10,2.668
862,1973-08-09,2.63
863,1973-08-08,2.723
864,1973-08-07,2.788
865,1973-08-06,2.84
866,1973-08-03,2.863
867,1973-08-02,2.902
868,1973-08-01,2.916
869,1973-07-31,2.76
870,1973-07-30,2.77
871,1973-07-27,2.914
872,1973-07-26,2.901
873,1973-07-25,2.922
874,1973-07-24,2.963
875,1973-07-23,2.903
876,1973-07-20,2.836
877,1973-07-19,2.879
878,1973-07-18,2.88
879,1973-07-17,2.91
880,1973-07-16,2.806
881,1973-07-13,2.804
882,1973-07-12,2.784
883,1973-07-11,2.668
884,1973-07-10,2.753
885,1973-07-09,2.802
886,1973-07-06,2.796
887,1973-07-05,2.699
888,1973-07-04,2.729
889,1973-07-03,2.684
890,1973-07-02,2.696
891,1973-06-29,2.666
892,1973-06-28,2.657
893,1973-06-27,2.676
894,1973-06-26,2.634
895,1973-06-25,2.582
896,1973-06-22,2.602
897,1973-06-21,2.599
898,1973-06-20,2.56
899,1973-06-19,2.588
900,1973-06-18,2.6
901,1973-06-15,2.533
902,1973-06-14,2.508
903,1973-06-13,2.512
904,1973-06-12,2.462
905,1973-06-11,2.504
906,1973-06-08,2.5
907,1973-06-07,2.544
908,1973-06-06,2.552
909,1973-06-05,2.734
910,1973-06-04,2.645
911,1973-06-01,2.607
912,1973-05-31,2.551
913,1973-05-30,2.537
914,1973-05-29,2.448
915,1973-05-25,2.388
916,1973-05-24,2.388
917,1973-05-23,2.425
918,1973-05-22,2.447
919,1973-05-21,2.489
920,1973-05-18,2.378
921,1973-05-17,2.343
922,1973-05-16,2.384
923,1973-05-15,2.466
924,1973-05-14,2.374
925,1973-05-11,2.362
926,1973-05-10,2.339
927,1973-05-09,2.276
928,1973-05-08,2.222
929,1973-05-07,2.192
930,1973-05-04,2.187
931,1973-05-03,2.119
932,1973-05-02,2.115
933,1973-05-01,2.147
934,1973-04-30,2.147
935,1973-04-27,2.128
936,1973-04-26,2.126
937,1973-04-25,2.136
938,1973-04-24,2.095
939,1973-04-19,2.119
940,1973-04-18,2.11
941,1973-04-17,2.164
942,1973-04-16,2.211
943,1973-04-13,2.206
944,1973-04-12,2.229
945,1973-04-11,2.247
946,1973-04-10,2.246
947,1973-04-09,2.208
948,1973-04-06,2.207
949,1973-04-05,2.238
950,1973-04-04,2.198
951,1973-04-03,2.227
952,1973-04-02,2.171
953,1973-03-30,2.197
954,1973-03-29,2.169
955,1973-03-28,2.196
956,1973-03-27,2.274
957,1973-03-26,2.288
958,1973-03-23,2.21
959,1973-03-22,2.223
960,1973-03-21,2.216
961,1973-03-20,2.147
962,1973-03-19,2.166
963,1973-03-16,2.154
964,1973-03-15,2.197
965,1973-03-14,2.232
966,1973-03-13,2.236
967,1973-03-12,2.322
968,1973-03-09,
969,1973-03-08,
970,1973-03-07,
971,1973-03-06,
972,1973-03-05,
973,1973-03-02,
974,1973-03-01,2.492
975,1973-02-28,2.43
976,1973-02-27,2.381
977,1973-02-26,2.354
978,1973-02-23,2.459
979,1973-02-22,2.428
980,1973-02-21,2.247
981,1973-02-20,2.196
982,1973-02-19,2.192
983,1973-02-16,2.192
984,1973-02-15,2.221
985,1973-02-14,2.246
986,1973-02-13,
987,1973-02-12,
988,1973-02-09,2.136
989,1973-02-08,2.126
990,1973-02-07,2.091
991,1973-02-06,2.11
992,1973-02-05,2.035
993,1973-02-02,2.03
994,1973-02-01,2.032
995,1973-01-31,2.011
996,1973-01-30,1.982
997,1973-01-29,1.96
998,1973-01-26,1.98
999,1973-01-25,1.968
1000,1973-01-24,1.978
1001,1973-01-23,1.956
1002,1973-01-22,1.986
1003,1973-01-19,2.005
1004,1973-01-18,2.006
1005,1973-01-17,2.019
1006,1973-01-16,2.003
1007,1973-01-15,2.036
1008,1973-01-12,2.01
1009,1973-01-11,2.011
1010,1973-01-10,1.984
1011,1973-01-09,2.012
1012,1973-01-08,1.984
1013,1973-01-05,2.026
1014,1973-01-04,2.046
1015,1973-01-03,2.008
1016,1973-01-02,2.037
1017,1974-12-31,4.473
1018,1974-12-30,4.752
1019,1974-12-27,4.775
1020,1974-12-24,4.653
1021,1974-12-23,4.555
1022,1974-12-20,4.484
1023,1974-12-19,4.604
1024,1974-12-18,4.457
1025,1974-12-17,4.502
1026,1974-12-16,4.401
1027,1974-12-13,4.213
1028,1974-12-12,4.168
1029,1974-12-11,4.18
1030,1974-12-10,4.168
1031,1974-12-09,4.249
1032,1974-12-06,4.266
1033,1974-12-05,4.293
1034,1974-12-04,4.186
1035,1974-12-03,4.33
1036,1974-12-02,4.612
1037,1974-11-29,4.455
1038,1974-11-28,4.443
1039,1974-11-27,4.574
1040,1974-11-26,4.394
1041,1974-11-25,4.379
1042,1974-11-22,4.21
1043,1974-11-21,4.508
1044,1974-11-20,4.364
1045,1974-11-19,4.381
1046,1974-11-18,4.692
1047,1974-11-15,4.749
1048,1974-11-14,4.944
1049,1974-11-13,4.919
1050,1974-11-12,4.896
1051,1974-11-11,5.061
1052,1974-11-08,4.891
1053,1974-11-07,4.99
1054,1974-11-06,4.949
1055,1974-11-05,4.905
1056,1974-11-04,4.709
1057,1974-11-01,4.891
1058,1974-10-31,4.859
1059,1974-10-30,5.069
1060,1974-10-29,5.138
1061,1974-10-28,5.149
1062,1974-10-25,5.092
1063,1974-10-24,4.956
1064,1974-10-23,4.842
1065,1974-10-22,4.952
1066,1974-10-21,4.792
1067,1974-10-18,4.621
1068,1974-10-17,4.479
1069,1974-10-16,4.653
1070,1974-10-15,4.632
1071,1974-10-14,4.619
1072,1974-10-11,4.749
